instance,status,solve_time,build_time,load_time,total_time,objective_value,gap,error,file_path,time_periods,n_thermal_gens,n_renewable_gens,n_must_run,total_startup_categories,total_pwl_points,approx_binary_vars,approx_continuous_vars,approx_total_vars,approx_constraints,peak_demand,avg_demand,total_reserves
2020-01-27.json,optimal,196.19542169570923,3.0584704875946045,0.0018715858459472656,199.25576376914978,1237732.053313998,0.9643245044975841,,./rts_gmlc/2020-01-27.json,48,73,81,1,117,292,16128,28416,44544,41263,4502.07,3815.48,5494.29
2020-12-23.json,optimal,141.3965392112732,1.6088435649871826,0.001440286636352539,143.00682306289673,2721184.192534326,0.9325481491599803,,./rts_gmlc/2020-12-23.json,48,73,81,1,117,292,16128,28416,44544,41263,4905.85,4207.43,6058.69
2020-11-25.json,optimal,152.96123909950256,3.210312604904175,0.001318216323852539,156.1728699207306,969327.1494729997,0.6161379469109483,,./rts_gmlc/2020-11-25.json,48,73,81,1,117,292,16128,28416,44544,41263,4435.28,3573.76,5146.22
2020-05-05.json,optimal,1618.765299797058,3.0065970420837402,0.001790761947631836,1621.7736876010895,2445543.9290547343,1.0127499386040943,,./rts_gmlc/2020-05-05.json,48,73,81,1,117,292,16128,28416,44544,41263,5284.09,4205.39,6055.76
2015-04-01_lw.json,optimal,3066.260787010193,14.049110412597656,0.04119563102722168,3080.3510930538177,57247399.10380104,0.48639227082195285,,./ferc/2015-04-01_lw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,96381,83304.1,197125.2
2015-03-01_lw.json,optimal,3868.474224805832,10.16133189201355,0.03638339042663574,3878.671940088272,103859608.14297849,0.17419935231086164,,./ferc/2015-03-01_lw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,112122,101636.83,207626.7
2015-05-01_lw.json,optimal,4067.1336545944214,13.46042513847351,0.04559159278869629,4080.6396713256836,46652990.46651801,0.07205261422593792,,./ferc/2015-05-01_lw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,84123,73517.17,163580.9
2015-06-01_lw.json,optimal,4132.092383861542,13.467854261398315,0.04083395004272461,4145.601072072983,61952962.092974156,1.042444162443403,,./ferc/2015-06-01_lw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,101493,84281.0,193493.9
2015-07-01_lw.json,optimal,5040.3833022117615,13.432634592056274,0.045142173767089844,5053.861078977585,70778106.62284307,0.1943730409706053,,./ferc/2015-07-01_lw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,112617,90330.79,239272.6
2015-06-01_hw.json,optimal,5184.017694234848,11.58390760421753,0.037638187408447266,5195.639240026474,50616097.768566206,0.16305514258456627,,./ferc/2015-06-01_hw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,101493,84281.0,193493.9
2015-02-01_lw.json,optimal,5485.6965873241425,12.157939434051514,0.04377388954162598,5497.898300647736,97298280.62948191,0.13789079707301236,,./ferc/2015-02-01_lw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,120477,99059.35,216434.3
2015-05-01_hw.json,optimal,5558.323784828186,13.429973602294922,0.04364824295043945,5571.797406673431,36652785.58596217,0.08761604021048579,,./ferc/2015-05-01_hw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,84123,73517.17,163580.9
2015-03-01_hw.json,optimal,6031.011625289917,13.194534540176392,0.039034366607666016,6044.245194196701,68515271.33382781,0.1546149743194125,,./ferc/2015-03-01_hw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,112122,101636.83,207626.7
2015-07-01_hw.json,optimal,6248.296409368515,13.546313047409058,0.04405379295349121,6261.886776208878,55097176.91125256,0.15920301685879856,,./ferc/2015-07-01_hw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,112617,90330.79,239272.6
2015-12-01_lw.json,optimal,6247.743048429489,16.470816373825073,0.0069730281829833984,6264.220837831497,76345522.39811167,0.07028583130271328,,./ferc/2015-12-01_lw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,98832,86785.21,219437.01
2015-02-01_hw.json,optimal,6490.508419036865,14.244445562362671,0.04908180236816406,6504.801946401596,46340343.62449435,0.9384628833624266,,./ferc/2015-02-01_hw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,120477,99059.35,216434.3
2015-11-02_lw.json,optimal,6526.260621786118,13.377184867858887,0.036194801330566406,6539.674001455307,66758116.6913431,0.15064528561612497,,./ferc/2015-11-02_lw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,91111,79278.06,210780.9
2015-01-01_lw.json,optimal,6588.216971874237,13.09204363822937,0.040305137634277344,6601.349320650101,84790283.22128713,0.04021324038450068,,./ferc/2015-01-01_lw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,102358,92450.0,205542.1
2015-04-01_hw.json,optimal,6781.203477859497,13.331685781478882,0.04210472106933594,6794.577268362045,21017034.19172842,1.153827484502854,,./ferc/2015-04-01_hw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,96381,83304.1,197125.2
2015-12-01_hw.json,optimal,6895.042502403259,15.923598527908325,0.006318092346191406,6910.972419023514,36875171.42101066,0.3512520404586622,,./ferc/2015-12-01_hw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,98832,86785.21,219437.01
2015-09-01_lw.json,optimal,7480.26429104805,14.006905794143677,0.04010486602783203,7494.311301708221,115515914.79254206,0.6244957279238283,,./ferc/2015-09-01_lw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,138995,111523.67,549452.7
2015-11-02_hw.json,optimal,7567.554668664932,10.878858804702759,0.045568227767944336,7578.479095697403,49938780.44903875,0.43335909905014725,,./ferc/2015-11-02_hw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,91111,79278.06,210780.9
2015-09-01_hw.json,optimal,7632.448101758957,13.57227897644043,0.04094243049621582,7646.061323165894,92067728.084253,0.46477495700036636,,./ferc/2015-09-01_hw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,138995,111523.67,549452.7
2015-08-01_lw.json,optimal,7864.458276510239,13.198464632034302,0.04042935371398926,7877.697170495987,81595834.48321414,0.016632941862527145,,./ferc/2015-08-01_lw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,123575,96875.71,234426.21
2015-10-01_hw.json,optimal,8382.511014938354,13.725078344345093,0.04303264617919922,8396.279125928879,13779458.051633362,1.5532663807790055,,./ferc/2015-10-01_hw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,86443,77715.38,205723.0
2015-10-01_lw.json,optimal,8474.329753875732,11.280803203582764,0.04599165916442871,8485.65654873848,61158092.176908694,0.12490163741877304,,./ferc/2015-10-01_lw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,86443,77715.38,205723.0
2015-08-01_hw.json,optimal,18229.1394674778,13.513753890991211,0.03909134864807129,18242.692312717438,49806687.254700534,0.044442044767831236,,./ferc/2015-08-01_hw.json,48,978,1,136,1229,3011,199824,285408,485232,535374,123575,96875.71,234426.21
2015-01-01_hw.json,optimal,18982.699068784714,13.05706238746643,0.03973960876464844,18995.795870780945,41663944.82264076,0.9187064017043086,,./ferc/2015-01-01_hw.json,48,934,1,62,1193,3026,191760,279792,471552,512218,102358,92450.0,205542.1
